Unnamed: 0,pregunta,opciones,respuesta,argumento,referencia
387,Una empresa necesita aplicar reglas de seguridad a instancias específicas de Amazon EC2. ¿Qué servicio o característica de AWS proporciona esta funcionalidad?,"A. AWS WAF.
B. ACL de red.
C. Amazon VPC.
D. Security groups.",D. Security groups.,"Un grupo de seguridad actúa como un firewall virtual para que sus instancias EC2 controlen el tráfico entrante y saliente. Las reglas de entrada controlan el tráfico entrante a su instancia y las reglas de salida controlan el tráfico saliente de su instancia. Cuando lanza una instancia, puede especificar uno o más grupos de seguridad. Si no especifica un grupo de seguridad, Amazon EC2 utiliza el grupo de seguridad predeterminado para la VPC. Puede agregar reglas a cada grupo de seguridad que permitan el tráfico hacia o desde sus instancias asociadas. Puede modificar las reglas de un grupo de seguridad en cualquier momento. Las reglas nuevas y modificadas se aplican automáticamente a todas las instancias asociadas con el grupo de seguridad. Cuando Amazon EC2 decide si permite que el tráfico llegue a una instancia, evalúa todas las reglas de todos los grupos de seguridad asociados con la instancia.",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html
388,Una empresa quiere ejecutar instancias de Amazon EC2 en ubicaciones cercanas a los usuarios globales de la empresa. ¿Qué aspecto del entorno de AWS respaldará este requisito?,"A. Zona de disponibilidad.
B. Ubicaciones de los bordes.
C. Regiones de AWS.
D. Cachés perimetrales regionales.",C. Regiones de AWS.,"Las regiones de AWS son ubicaciones geográficamente dispersas donde la infraestructura de AWS está disponible. Cada región está diseñada para estar aislada de otras regiones, de modo que pueda ejecutar sus aplicaciones y almacenar sus datos en una ubicación cercana a sus usuarios globales.",https://docs.aws.amazon.com/sdk-for-net/v3/developer-guide/using-regions-and-availability-zones.html
389,El equipo de proyecto de una empresa necesita montar simultáneamente un sistema de archivos en varias instancias de Amazon EC2 Linux. El sistema de archivos también se compartirá entre varias zonas de disponibilidad. ¿Qué servicio de AWS cumplirá con estos requisitos?,"A. Sistema de archivos elástico de Amazon (Amazon EFS).
B. Amazon S3.
C. Amazon Elastic Block Store (Amazon EBS).
D. Amazon FSx para el servidor de archivos de Windows.",A. Sistema de archivos elástico de Amazon (Amazon EFS).,"Amazon Elastic File System (Amazon EFS) es un servicio de almacenamiento de archivos totalmente administrado que le permite crear y montar un sistema de archivos en varias instancias Amazon EC2 Linux simultáneamente. También le permite compartir el sistema de archivos en múltiples zonas de disponibilidad, lo que lo hace ideal para aplicaciones que necesitan mantener una alta disponibilidad.",https://docs.aws.amazon.com/efs/latest/ug/how-it-works.html
390,Una gran empresa minorista desea utilizar un servicio de AWS para procesar datos de flujo de clics desde el sitio web de comercio electrónico de la empresa. La empresa quiere recopilar y analizar los datos de transmisión en tiempo real. ¿Qué servicio de AWS cumple con estos requisitos?,"A. Kinesis amazónica.
B. Atenea amazónica.
C. Amazon CloudFront.
D. Intercambio de datos de AWS.",A. Kinesis amazónica.,"Amazon Kinesis es un servicio totalmente administrado que le permite recopilar, procesar y analizar datos de transmisión en tiempo real. Este servicio se puede utilizar para procesar datos de flujo de clics desde un sitio web de comercio electrónico en tiempo real.",https://www.metricfire.com/integrations/amazon-cloudfront/amazon-kinesis/
391,¿Qué pilar del marco de buena arquitectura de AWS se centra en el retorno de la inversión al pasar a la nube de AWS?,"A. Sostenibilidad.
B. Optimización de costos.
C. Excelencia operativa.
D. Confiabilidad.",B. Optimización de costos.,"Analizar y atribuir gastos: la nube facilita la identificación precisa del uso y el costo de los sistemas, lo que luego permite la atribución transparente de los costos de TI a los propietarios de cargas de trabajo individuales. Esto ayuda a medir el retorno de la inversión (ROI) y brinda a los propietarios de cargas de trabajo la oportunidad de optimizar sus recursos y reducir costos.",https://docs.aws.amazon.com/wellarchitected/latest/framework/cost-dp.html
392,"Una empresa está desarrollando una aplicación que alojará en instancias Amazon EC2. La aplicación debe estar disponible las 24 horas del día, los 7 días de la semana. La empresa necesita una arquitectura de nube escalable y de alta disponibilidad para respaldar la aplicación. ¿Qué pautas debe aplicar la empresa en su diseño para cumplir con estos requisitos? (Escoge dos.)","A. Utilice instancias puntuales de EC2.
B. Utilice implementaciones Multi-AZ.
C. Usar grupos de Auto Scaling.
D. Utilice AWS Backup.
E. Utilice instancias reservadas EC2.","B. Utilice implementaciones Multi-AZ.
C. Usar grupos de Auto Scaling.","B. Utilice implementaciones Multi-AZ: las implementaciones Multi-AZ permiten a la empresa ejecutar la aplicación en múltiples zonas de disponibilidad dentro de una región. Esto proporciona alta disponibilidad y conmutación por error automática en caso de una falla en una zona de disponibilidad. C. Utilice grupos de Auto Scaling: los grupos de Auto Scaling permiten a la empresa agregar o eliminar automáticamente instancias de Amazon EC2 en función de la demanda de la aplicación, lo cual es importante para garantizar una alta disponibilidad y escalabilidad.","https://docs.aws.amazon.com/whitepapers/latest/real-time-communication-on-aws/use-multiple-availability-zones.html, https://docs.aws.amazon.com/whitepapers/ último/comunicación-en-tiempo-real-en-aws/escalado-dinámico-con-aws-lambda-amazon-route-53-y-aws-auto-scaling.html"
393,¿Qué servicio de AWS ayuda a los usuarios a auditar la actividad de la API en su cuenta de AWS?,"A. AWS CloudTrail.
B. Amazon Inspector.
C. AWS WAF.
D. Configuración de AWS.",A. AWS CloudTrail.,"CloudTrail permite realizar auditorías, monitorear la seguridad y solucionar problemas operativos mediante el seguimiento de la actividad del usuario y el uso de API. CloudTrail registra, monitorea continuamente y retiene la actividad de la cuenta relacionada con acciones en toda su infraestructura de AWS, lo que le brinda control sobre el almacenamiento, el análisis y las acciones de remediación.","https://aws.amazon.com/cloudtrail/faqs/#:~:text=CloudTrail%20enables%20auditing%2C%20security%20monitoring,%2C%20analysis%2C%20and%20remediation%20actions."
394,¿Qué servicio de AWS debería utilizar una empresa para crear un flujo de trabajo sin servidor?,"A. Conexión de Amazon.
B. AWS Lambda.
C. Funciones de paso de AWS.
D. Amazon Elastic Block Store (Amazon EBS).
E. AWS CodeBuild.",C. Funciones de paso de AWS.,Step Functions es un servicio de orquestación sin servidor que le permite coordinar fácilmente múltiples funciones Lambda en flujos de trabajo flexibles que son fáciles de depurar y cambiar. Step Functions mantendrá sus funciones Lambda libres de lógica adicional al activar y rastrear cada paso de su aplicación por usted.,https://aws.amazon.com/getting-started/hands-on/create-a-serverless-workflow-step-functions-lambda/
395,Una empresa quiere crear una aplicación de análisis de datos que utilice Amazon Redshift. La empresa necesita una estimación de costos para su uso futuro de Amazon Redshift. ¿Qué herramienta de AWS proporcionará una estimación de costos de alto nivel?,"A. AWS Budgets.
B. AWS Pricing Calculator.
C. AWS Cost Explorer.
D. Planes de ahorro.",B. AWS Pricing Calculator.,,https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/40/
396,"Una empresa utiliza instancias Amazon EC2. ¿Qué tareas son responsabilidad de la empresa, según el modelo de responsabilidad compartida de AWS? (Escoge dos.)","A. Elija la contraseña raíz inicial de las nuevas instancias de Linux.
B. Identificar qué usuarios pueden acceder a las instancias EC2 y administrar sus permisos en el sistema operativo.
C. Aplicar las actualizaciones del hipervisor donde se ejecutan las instancias EC2.
D. Elija entre una conexión Wi-Fi y una conexión Ethernet para acceso global a Internet.
E. Identificar y administrar los usuarios que tienen permiso para crear o eliminar instancias EC2.","B. Identificar qué usuarios pueden acceder a las instancias EC2 y administrar sus permisos en el sistema operativo.
E. Identificar y administrar los usuarios que tienen permiso para crear o eliminar instancias EC2.","B. Identificar qué usuarios pueden acceder a las instancias EC2 y administrar sus permisos en el sistema operativo. Esto incluye la administración de las reglas del grupo de seguridad y la administración de mecanismos de control de acceso, como las políticas de AWS Identity and Access Management (IAM). E. Identificar y administrar los usuarios que tienen permiso para crear o eliminar instancias EC2. Esto incluye la creación, modificación o eliminación de políticas y roles de IAM.",https://www.examtopics.com/exams/amazon/aws-certified-cloud-practitioner/view/40/
397,¿Qué servicio de AWS ofrece a los usuarios la posibilidad de ejecutar servicios de AWS en las instalaciones?,"A. Amazon CloudFront.
B. Puestos de avanzada de AWS.
C. Acelerador global de AWS.
D. Amazon VPC.",B. Puestos de avanzada de AWS.,"Un Outpost es un conjunto de capacidad de almacenamiento y computación de AWS implementada en el sitio de un cliente. AWS opera, monitorea y administra esta capacidad como parte de una región de AWS. Puede crear subredes en su Outpost y especificarlas cuando crea recursos de AWS, como instancias EC2, volúmenes de EBS, clústeres de ECS e instancias de RDS.",https://docs.aws.amazon.com/outposts/latest/userguide/what-is-outposts.html
398,¿Qué directriz es un principio de diseño bien diseñado para crear aplicaciones en la nube?,"A. Mantenga los datos estáticos más cerca de los recursos informáticos.
B. Proveer recursos para la capacidad máxima.
C. Diseño para la recuperación automatizada de fallas.
D. Utilice componentes estrechamente acoplados.",C. Diseño para la recuperación automatizada de fallas.,,https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/design-principles.html
399,¿Qué acciones son ejemplos del esfuerzo de una empresa por redimensionar sus recursos de AWS para controlar los costos de la nube? (Escoge dos.),"A. Cambie de Amazon RDS a Amazon DynamoDB para acomodar conjuntos de datos NoSQL.
B. Basar la selección de tipos de instancias de Amazon EC2 en patrones de utilización anteriores.
C. Utilice políticas de ciclo de vida de Amazon S3 para mover objetos a los que los usuarios acceden con poca frecuencia a niveles de almacenamiento de menor costo.
D. Utilice implementaciones Multi-AZ para Amazon RDS.
E. Reemplazar las instancias de Amazon EC2 existentes con AWS Elastic Beanstalk.","B. Basar la selección de tipos de instancias de Amazon EC2 en patrones de utilización anteriores.
C. Utilice políticas de ciclo de vida de Amazon S3 para mover objetos a los que los usuarios acceden con poca frecuencia a niveles de almacenamiento de menor costo.","El dimensionamiento correcto es el proceso de hacer coincidir los tipos y tamaños de instancias con los requisitos de capacidad y rendimiento de su carga de trabajo al menor costo posible. También es el proceso de observar las instancias implementadas e identificar oportunidades para eliminarlas o reducirlas sin comprometer la capacidad u otros requisitos, lo que resulta en costos más bajos. El tamaño correcto es un mecanismo clave para optimizar los costos de AWS, pero las organizaciones a menudo lo ignoran cuando se trasladan por primera vez a la nube de AWS. Levantan y cambian sus entornos y esperan alcanzar el tamaño adecuado más adelante. A menudo se prioriza la velocidad y el rendimiento sobre el costo, lo que resulta en instancias sobredimensionadas y una gran cantidad de gasto desperdiciado en recursos no utilizados.",https://aws.amazon.com/aws-cost-management/aws-cost-optimization/right-sizing/
